test group,converted,total ads,most ads day,most ads hour
0,False,0.783333,5,0.772727
0,False,0.266667,6,0.090909
0,False,0.033333,5,0.818182
0,False,0.25,4,0.772727
0,False,0.85,6,0.863636
0,False,0.566667,6,0.5
0,False,0.133333,5,0.818182
0,False,0.233333,5,0.818182
0,False,0.283333,5,0.818182
0,False,0.633333,5,0.818182
0,False,0.65,5,0.727273
0,False,0.5,5,0.863636
0,False,0.133333,5,0.818182
0,False,0.85,3,0.818182
0,False,0.35,1,0.909091
0,False,0.783333,3,0.454545
0,False,0.666667,6,0.272727
0,False,0.333333,5,0.954545
0,False,0.266667,5,0.818182
0,False,0.416667,5,0.863636
0,False,0.583333,5,0.818182
0,False,0.866667,0,0.681818
0,False,0.516667,4,0.818182
0,False,0.8,6,0.863636
0,False,0.2,5,0.818182
0,False,0.816667,5,0.954545
0,False,0.733333,6,0.454545
0,False,0.783333,2,0.954545
0,False,0.033333,6,0.409091
0,False,0.783333,6,0.818182
0,False,0.616667,5,0.818182
0,False,0.95,0,0.818182
0,False,0.4,0,1.0
0,False,0.433333,5,0.818182
0,False,0.95,4,0.863636
0,False,0.05,6,0.681818
0,False,0.25,4,1.0
0,False,0.716667,5,0.409091
1,False,1.0,3,0.818182
0,False,0.316667,2,0.863636
0,False,0.216667,5,0.818182
0,False,0.45,5,0.909091
0,False,0.283333,6,0.818182
0,False,0.683333,3,0.818182
0,False,0.133333,1,0.818182
0,False,0.65,6,0.363636
0,False,0.45,4,0.5
0,False,0.65,2,0.772727
0,False,0.866667,1,0.636364
0,False,0.816667,5,0.909091
0,False,0.233333,6,0.545455
0,False,0.866667,4,0.409091
0,False,0.566667,4,0.409091
0,False,0.0,5,0.818182
0,False,0.683333,0,0.772727
0,False,0.433333,6,0.409091
0,False,0.15,5,0.863636
0,False,0.75,1,0.818182
0,False,0.233333,0,0.636364
0,False,0.483333,2,0.636364
0,False,0.816667,6,0.5
0,False,0.766667,6,0.681818
0,False,0.166667,5,0.409091
0,False,0.35,1,0.863636
0,False,0.783333,4,0.818182
0,False,0.4,4,0.136364
0,False,0.7,5,0.818182
0,False,0.066667,3,0.681818
0,False,0.533333,2,0.5
0,False,0.35,5,1.0
0,False,0.25,4,0.590909
0,False,0.183333,4,0.409091
0,False,0.266667,5,0.818182
0,False,0.616667,2,0.454545
0,False,0.85,0,0.863636
0,False,0.4,0,0.636364
0,False,0.783333,6,0.272727
0,False,0.6,5,1.0
0,False,0.983333,2,0.590909
0,False,0.216667,5,0.454545
0,False,0.766667,6,0.772727
0,False,0.866667,3,0.818182
0,False,0.15,5,0.818182
0,True,0.866667,4,0.818182
0,False,0.65,2,0.863636
0,False,0.416667,1,0.863636
0,False,0.316667,5,0.818182
0,False,0.566667,0,0.772727
0,False,0.5,5,0.181818
0,False,0.266667,5,0.863636
0,False,0.816667,5,0.818182
0,False,0.85,2,0.636364
0,False,0.0,5,0.818182
0,False,0.85,5,0.909091
0,False,0.166667,5,1.0
0,False,0.883333,4,0.772727
0,False,0.033333,5,0.818182
0,False,0.616667,1,0.636364
0,False,0.366667,5,0.818182
0,False,0.283333,5,0.863636
0,False,0.033333,3,0.545455
0,False,0.9,0,0.545455
0,False,0.416667,5,0.318182
0,False,0.766667,5,0.636364
0,False,1.0,2,0.590909
0,False,0.55,5,0.818182
0,False,0.95,1,0.818182
0,False,0.666667,0,0.818182
0,False,0.85,3,0.363636
0,False,0.866667,4,0.772727
0,False,0.283333,5,0.863636
0,False,0.85,2,0.818182
0,False,0.066667,5,0.818182
0,False,0.833333,5,0.318182
1,False,0.55,6,0.818182
0,False,0.55,5,0.863636
0,False,0.266667,4,0.5
0,False,0.916667,0,0.818182
0,False,0.0,5,0.818182
0,False,0.7,6,0.363636
0,False,0.366667,4,0.954545
0,False,0.366667,6,0.818182
0,False,0.483333,4,0.863636
0,False,0.033333,5,0.818182
0,False,0.583333,1,0.454545
0,False,0.75,5,0.818182
0,False,0.766667,5,0.954545
0,False,0.3,6,0.863636
0,True,0.516667,6,0.5
0,False,0.833333,6,0.5
0,False,0.05,5,0.590909
0,False,0.15,2,0.818182
0,False,0.85,5,0.454545
0,False,0.8,5,0.818182
0,False,0.666667,5,1.0
0,False,1.0,3,0.545455
0,False,0.416667,5,0.818182
0,False,0.266667,3,0.681818
0,True,0.733333,2,0.454545
0,False,0.466667,4,0.545455
0,False,0.9,5,0.909091
0,False,0.2,5,0.863636
0,False,0.2,5,0.818182
0,False,0.966667,5,0.954545
0,False,0.116667,5,0.818182
0,False,0.283333,5,0.818182
0,False,0.75,5,0.954545
0,False,0.0,5,0.818182
0,False,0.783333,3,0.590909
0,False,0.483333,4,0.818182
0,False,0.55,5,0.545455
0,True,0.466667,5,0.409091
0,False,0.433333,4,0.5
0,False,0.566667,4,0.818182
0,False,0.833333,0,0.681818
0,False,0.566667,5,0.863636
0,False,0.166667,3,0.454545
0,False,0.333333,0,0.863636
0,False,0.333333,4,0.545455
0,False,0.2,3,0.636364
0,False,0.183333,5,0.818182
1,False,0.283333,6,0.818182
0,False,0.833333,0,0.954545
0,False,1.0,5,0.954545
0,False,0.383333,5,0.090909
0,False,0.783333,5,0.909091
0,False,0.866667,6,0.727273
0,False,0.783333,4,0.818182
0,False,0.25,5,0.863636
0,False,0.933333,5,0.818182
0,False,0.666667,5,0.909091
0,False,0.933333,5,0.727273
0,False,0.616667,5,0.954545
0,False,0.716667,6,0.727273
0,False,0.016667,5,0.818182
0,False,0.0,5,0.818182
0,False,0.45,1,0.818182
0,False,0.366667,0,0.590909
1,False,0.65,0,0.909091
0,False,0.483333,1,0.0
0,False,0.1,5,0.818182
0,False,0.283333,3,0.681818
1,False,0.683333,3,0.545455
0,False,0.05,6,0.545455
0,False,0.1,5,0.818182
0,False,0.983333,5,0.636364
0,False,0.9,5,0.954545
0,False,0.733333,5,1.0
0,False,0.5,3,0.545455
0,False,0.333333,6,0.727273
0,False,0.416667,4,0.590909
0,False,0.766667,5,0.863636
0,False,0.533333,1,0.5
0,False,1.0,3,0.636364
0,False,0.3,1,0.681818
0,False,0.533333,3,0.772727
0,False,0.05,4,0.681818
0,False,0.733333,5,0.454545
0,False,0.133333,6,0.454545
0,False,0.216667,6,1.0
0,False,0.233333,5,0.818182
0,False,0.266667,3,0.590909
0,False,0.433333,6,0.863636
0,False,0.25,5,0.818182
0,False,0.05,5,0.863636
0,False,0.966667,0,0.590909
1,False,0.633333,6,0.818182
0,False,0.25,5,0.818182
0,False,0.7,5,0.772727
0,False,0.866667,0,0.863636
0,False,0.95,6,1.0
1,False,0.266667,3,0.090909
0,False,0.383333,5,0.818182
0,False,0.433333,4,0.272727
0,False,0.266667,1,0.909091
0,False,0.25,4,0.954545
0,False,0.616667,5,0.818182
0,False,0.366667,6,0.772727
0,False,0.0,5,0.818182
0,False,0.2,0,0.772727
0,False,0.466667,1,0.818182
0,False,0.45,6,0.636364
0,False,0.666667,6,0.227273
0,False,0.866667,5,0.954545
0,False,0.766667,2,0.681818
0,False,0.1,5,0.818182
0,False,0.016667,5,0.818182
0,False,0.833333,5,1.0
0,False,0.9,5,0.409091
0,False,0.65,5,0.909091
0,False,0.4,0,0.818182
0,False,0.35,5,0.818182
0,False,0.683333,4,1.0
0,False,0.733333,1,0.681818
0,False,0.1,5,0.818182
0,False,0.25,5,0.818182
1,False,0.966667,4,0.681818
0,False,0.033333,5,0.818182
0,False,0.366667,2,0.772727
0,False,0.283333,3,0.954545
0,False,0.583333,1,0.909091
0,False,0.283333,5,0.818182
0,True,0.633333,5,0.5
1,False,0.116667,2,0.454545
0,False,0.8,0,0.272727
0,False,0.766667,2,0.590909
0,False,0.633333,2,0.272727
0,False,0.866667,5,0.409091
0,False,0.633333,2,0.909091
1,False,0.866667,6,0.863636
0,False,0.75,0,0.636364
0,False,0.316667,5,0.818182
0,False,0.933333,4,1.0
0,False,0.816667,0,0.681818
0,False,0.583333,5,0.590909
0,False,0.766667,5,0.5
1,False,0.966667,4,0.0
0,False,0.366667,1,0.818182
0,False,1.0,2,0.681818
0,False,0.183333,6,0.272727
0,False,0.316667,5,0.863636
0,False,0.466667,6,0.863636
0,False,0.333333,5,0.636364
0,False,0.533333,0,0.318182
1,False,0.433333,6,0.818182
0,False,0.3,5,0.772727
0,False,0.833333,0,0.636364
0,False,0.833333,4,0.909091
0,False,0.433333,5,0.863636
0,False,0.8,0,0.5
0,False,0.683333,2,0.409091
0,False,0.95,0,0.727273
1,False,0.366667,5,0.863636
0,False,0.383333,4,0.818182
0,False,0.466667,2,0.863636
0,False,0.383333,0,0.681818
0,False,0.433333,6,0.818182
0,False,0.35,5,0.818182
0,False,0.566667,6,0.5
0,False,0.816667,0,0.636364
0,False,0.866667,0,0.772727
0,False,0.683333,4,1.0
0,False,0.316667,5,0.863636
1,False,0.1,5,0.863636
0,False,0.0,5,0.818182
0,False,0.5,5,0.454545
0,False,0.4,5,0.909091
1,False,0.2,2,0.409091
0,False,0.616667,5,0.863636
0,False,0.2,3,0.727273
0,False,0.15,5,0.818182
0,False,0.816667,6,0.818182
0,False,0.983333,5,0.954545
0,False,0.716667,2,0.909091
0,False,0.333333,3,0.454545
0,False,0.383333,6,0.681818
0,False,0.75,5,0.863636
0,False,0.35,1,0.5
0,False,0.65,5,0.363636
0,False,0.816667,0,0.045455
0,False,0.95,2,0.545455
0,False,0.616667,5,0.818182
0,False,0.25,5,0.818182
0,False,0.316667,5,0.818182
0,False,0.166667,5,0.818182
0,False,0.95,4,0.545455
0,False,0.316667,5,0.818182
0,False,0.15,5,0.863636
0,False,0.866667,2,0.545455
0,False,0.083333,5,0.863636
0,False,0.85,6,0.818182
0,False,0.666667,2,0.863636
0,False,0.633333,5,0.818182
0,False,0.25,5,0.909091
0,False,0.4,4,0.818182
0,False,0.333333,6,0.272727
0,False,0.3,5,0.772727
0,False,0.033333,5,0.363636
0,False,0.65,2,0.863636
0,False,0.05,2,0.5
0,False,0.133333,5,0.818182
0,False,0.716667,2,0.818182
0,False,0.583333,6,0.545455
0,False,0.083333,5,0.818182
0,False,0.95,0,0.909091
0,False,0.116667,5,0.818182
0,False,0.616667,2,0.545455
0,False,0.183333,5,0.909091
0,False,0.233333,2,0.590909
0,False,0.133333,6,0.818182
0,False,0.1,4,0.909091
0,False,0.033333,5,0.818182
0,False,0.966667,5,0.590909
0,False,0.416667,5,0.863636
0,False,0.016667,5,0.818182
0,False,0.95,5,0.954545
0,False,0.216667,6,0.045455
0,False,0.533333,5,0.5
0,False,0.75,5,0.863636
0,False,0.666667,2,0.636364
0,False,0.083333,5,0.818182
1,False,0.533333,4,0.954545
0,False,0.333333,5,0.818182
0,False,0.683333,4,0.772727
0,False,0.866667,4,0.409091
0,False,0.633333,5,0.818182
0,False,0.65,6,0.818182
1,False,0.766667,0,0.090909
0,False,0.883333,1,0.454545
0,False,0.5,5,0.727273
0,False,0.616667,5,0.409091
1,False,0.566667,0,0.863636
0,False,0.3,6,0.863636
0,False,0.833333,0,0.727273
0,False,0.566667,6,0.772727
0,False,0.333333,6,0.5
0,False,0.133333,6,0.227273
1,False,0.616667,2,0.363636
0,False,0.85,6,0.863636
1,False,0.816667,0,0.954545
0,False,0.516667,5,0.863636
0,False,0.1,6,0.818182
0,False,0.166667,4,0.863636
0,False,0.533333,6,0.636364
0,False,0.166667,0,0.727273
0,False,0.266667,5,0.5
0,False,0.516667,5,0.863636
0,False,0.766667,0,0.818182
0,False,0.916667,4,0.409091
0,False,0.2,0,0.818182
0,False,0.466667,2,0.590909
1,False,0.1,5,0.818182
0,False,0.65,0,0.727273
0,False,0.916667,1,0.909091
0,False,0.216667,5,0.681818
0,False,0.333333,2,0.363636
0,False,0.25,0,0.727273
0,False,0.95,5,0.545455
0,False,0.133333,5,0.818182
0,False,0.866667,2,0.590909
0,False,0.55,5,0.590909
0,False,0.533333,5,0.5
0,False,0.2,6,0.590909
0,False,0.65,5,0.863636
0,False,0.366667,5,0.818182
0,False,0.0,5,0.818182
0,False,0.616667,5,0.863636
0,False,0.7,4,0.954545
0,False,0.816667,1,0.863636
0,False,0.2,5,0.681818
0,False,0.566667,6,0.818182
0,False,0.133333,0,0.545455
1,False,0.816667,4,0.954545
0,False,0.233333,5,0.181818
0,False,0.616667,4,0.954545
0,False,0.733333,6,0.454545
0,False,0.85,5,0.863636
0,False,0.65,1,0.409091
0,False,0.85,2,0.909091
0,False,1.0,5,0.727273
0,False,0.816667,3,0.636364
0,False,0.316667,0,0.409091
0,False,0.433333,2,0.5
0,False,0.533333,0,0.5
0,False,0.083333,5,0.818182
0,False,0.633333,5,0.454545
0,False,0.783333,4,0.363636
0,False,0.383333,5,0.863636
0,False,0.266667,5,0.409091
0,False,0.6,6,0.818182
0,False,0.966667,4,1.0
0,False,0.6,6,0.636364
0,False,0.983333,6,0.5
0,False,0.233333,5,0.954545
0,False,0.5,4,0.863636
0,False,0.85,4,0.0
0,False,0.066667,6,0.772727
0,False,0.566667,5,0.863636
0,False,0.85,5,0.727273
0,False,0.283333,4,0.727273
0,False,0.866667,6,0.454545
0,False,0.583333,0,0.681818
0,False,0.6,3,0.318182
0,False,0.633333,2,0.909091
0,False,0.616667,4,0.818182
0,False,0.466667,0,0.863636
0,False,0.1,3,0.772727
0,False,0.066667,5,0.818182
0,False,0.683333,0,0.636364
1,False,0.016667,6,0.272727
0,False,0.983333,1,0.772727
0,False,0.8,5,0.454545
0,False,0.633333,0,0.818182
0,False,0.683333,2,0.863636
0,False,0.25,4,0.681818
0,False,0.533333,5,0.818182
0,False,0.95,5,0.909091
0,False,0.15,4,0.545455
0,False,0.65,3,0.636364
0,False,0.433333,5,0.863636
0,False,0.383333,5,0.818182
0,False,0.633333,6,0.818182
0,False,0.216667,1,0.818182
0,False,0.3,3,0.818182
0,False,0.783333,4,0.5
0,False,0.166667,3,0.681818
0,False,0.583333,5,0.909091
0,False,0.25,6,0.454545
0,False,0.566667,3,0.318182
0,False,0.566667,1,0.363636
0,False,0.216667,5,0.818182
0,False,0.216667,4,0.727273
0,False,0.666667,4,0.909091
0,False,1.0,4,0.818182
0,False,0.683333,5,0.5
0,False,0.883333,5,0.772727
0,False,0.366667,6,0.363636
0,False,0.316667,3,0.363636
0,False,0.866667,5,0.5
0,False,0.0,5,0.818182
1,False,0.383333,0,0.727273
1,False,0.366667,0,0.909091
0,False,0.266667,5,0.863636
0,False,0.533333,4,0.318182
0,False,0.75,3,0.5
0,False,0.2,3,0.636364
0,False,0.366667,1,0.5
0,False,0.816667,4,0.590909
0,True,0.633333,6,0.863636
0,False,0.7,5,0.090909
0,False,0.55,6,0.772727
0,False,0.983333,0,0.863636
0,False,0.983333,6,0.909091
0,False,0.883333,4,0.363636
0,False,0.583333,5,0.909091
0,False,0.716667,5,0.909091
1,False,0.016667,5,0.818182
0,False,0.716667,2,0.5
0,False,0.216667,5,0.818182
0,False,0.216667,6,0.636364
0,False,0.1,6,0.727273
0,False,0.733333,4,0.818182
0,False,0.766667,0,0.045455
0,False,0.766667,5,0.909091
0,False,0.266667,0,0.545455
0,False,0.216667,3,0.772727
0,False,0.033333,5,0.818182
0,False,0.0,5,0.818182
0,False,0.6,0,0.772727
0,False,0.366667,5,0.454545
0,False,0.433333,6,0.5
0,False,0.283333,1,0.5
0,False,0.95,4,0.863636
0,False,0.233333,5,0.863636
0,False,0.183333,0,0.590909
0,False,0.266667,5,0.818182
0,False,0.75,5,0.863636
0,False,0.583333,2,0.272727
0,False,0.15,5,0.818182
0,False,0.916667,5,0.818182
0,False,0.633333,2,0.545455
0,False,0.533333,1,0.772727
0,False,0.816667,2,0.272727
0,False,0.283333,5,0.5
0,False,0.933333,0,0.818182
0,False,0.516667,5,0.590909
0,False,0.533333,3,0.590909
0,False,0.583333,5,0.863636
0,False,0.95,5,0.818182
0,False,0.533333,3,0.590909
0,False,0.25,0,0.909091
0,False,0.316667,5,0.818182
0,False,0.616667,5,0.863636
0,False,0.8,0,0.954545
0,False,0.083333,5,0.818182
0,False,0.15,6,0.772727
0,False,0.566667,3,0.454545
0,False,0.583333,5,0.863636
0,False,0.666667,1,0.636364
0,False,0.4,4,0.954545
0,False,0.6,3,0.5
0,False,0.433333,1,0.727273
0,False,1.0,6,0.863636
0,False,0.483333,0,0.681818
0,False,0.75,5,0.636364
0,False,0.366667,5,0.045455
0,False,0.516667,5,0.909091
0,False,0.466667,0,0.954545
0,False,0.316667,4,0.181818
0,False,0.216667,5,0.863636
0,False,0.766667,6,0.5
0,False,0.583333,2,0.818182
0,False,0.516667,6,0.636364
0,False,0.266667,5,0.863636
0,False,0.166667,2,0.363636
0,False,1.0,3,0.590909
0,False,0.433333,5,0.363636
0,False,0.733333,2,0.727273
0,False,0.566667,2,0.681818
0,False,0.683333,6,0.590909
0,False,0.6,0,0.863636
0,False,0.833333,6,0.818182
0,False,0.933333,1,0.909091
0,False,0.333333,5,0.318182
0,False,0.133333,5,0.863636
0,False,0.883333,5,0.909091
0,False,0.183333,5,0.863636
1,False,0.033333,3,0.863636
0,False,0.533333,6,0.545455
0,False,0.516667,1,0.045455
0,False,0.033333,5,0.818182
1,False,0.1,4,0.772727
0,False,0.7,2,0.045455
0,False,0.6,0,0.681818
0,False,0.666667,5,0.863636
0,False,0.133333,6,0.863636
0,False,0.6,4,0.863636
0,False,0.283333,5,0.863636
0,False,0.35,5,0.863636
0,False,0.233333,5,0.818182
0,False,0.866667,1,0.954545
0,False,0.816667,4,1.0
0,False,0.6,3,0.863636
0,False,0.55,5,0.863636
0,False,0.816667,5,0.863636
0,False,0.95,6,0.5
0,False,0.983333,0,0.863636
0,False,0.983333,4,0.954545
0,False,0.716667,0,0.363636
0,False,0.35,0,0.590909
0,False,0.35,6,0.363636
0,False,0.366667,0,0.545455
0,False,0.966667,5,1.0
0,False,0.633333,0,1.0
0,False,0.55,5,0.863636
0,False,0.333333,6,0.409091
0,False,0.75,6,0.590909
0,False,0.733333,0,0.454545
0,False,0.216667,5,0.909091
0,False,0.1,5,0.863636
0,False,0.166667,5,0.863636
0,False,0.533333,0,0.772727
0,True,0.866667,2,0.454545
0,False,0.8,3,0.636364
0,False,0.533333,5,0.590909
0,False,0.3,5,0.863636
