Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
4,7,900,4.2,8403,23,3,1,25
1,0,1000,3.5,4496,43,0,2,1
3,4,300,4.5,6352,4,3,0,2
2,3,400,4.0,6404,18,3,3,22
5,4,1000,3.5,376,19,4,2,1
5,1,700,5.0,9732,42,3,1,0
0,1,600,4.2,1102,47,1,0,13
1,0,900,4.0,937,5,5,0,8
5,1,700,4.0,4410,28,2,0,24
6,4,900,4.7,7634,38,3,0,18
5,4,600,5.0,652,6,5,3,20
3,1,100,4.5,4037,43,5,2,24
6,2,700,3.0,7160,26,2,0,8
0,7,300,3.0,4910,35,3,1,9
3,0,900,4.7,9197,31,2,2,20
5,5,600,5.0,6960,20,4,3,21
2,0,1000,4.7,2904,39,4,0,9
0,5,200,5.0,3870,48,1,1,10
0,4,400,4.5,7295,49,4,1,17
4,2,700,3.0,8671,4,2,1,18
0,6,900,4.5,4814,16,4,3,19
0,6,500,4.7,2273,29,3,1,11
0,2,300,4.2,6336,4,5,3,8
1,3,300,3.0,6073,24,3,0,2
1,3,500,3.5,694,27,4,0,1
4,7,200,4.7,5310,33,5,1,25
6,1,100,4.2,2623,11,1,3,11
4,1,400,3.5,1267,36,4,3,21
2,7,100,4.7,7076,29,5,3,25
5,6,400,4.7,8207,2,2,0,0
2,5,300,4.0,4999,10,1,0,25
4,2,300,4.7,3431,17,3,2,8
6,0,500,5.0,2073,32,2,2,1
0,7,500,4.5,4770,49,0,1,17
4,3,1000,3.5,2442,36,2,1,19
0,1,200,3.5,3793,31,2,3,16
3,6,200,4.7,8320,26,3,0,1
4,1,1000,4.5,8274,28,4,0,13
0,1,200,4.2,3447,17,5,0,18
6,1,700,3.0,8147,20,5,1,18
4,6,100,3.0,1536,30,4,2,10
4,3,600,3.0,541,19,4,0,14
0,7,100,3.0,6350,3,4,3,11
2,2,900,4.2,8271,22,3,2,19
2,2,200,3.5,8622,35,1,2,22
1,7,200,4.7,9545,30,3,0,19
2,5,100,4.7,3422,14,5,2,2
4,4,1000,5.0,6515,35,3,0,21
5,6,700,3.5,3060,21,4,0,8
1,5,200,4.7,7529,16,4,1,25
5,4,500,4.7,5157,19,2,3,4
4,0,600,5.0,7053,28,2,0,26
0,0,500,4.0,6176,44,0,1,9
4,7,300,4.2,6858,41,5,3,20
5,6,1000,4.7,9291,14,4,3,0
3,2,500,4.0,7523,20,2,0,3
4,3,100,3.5,6895,32,4,0,9
2,6,600,4.0,4586,20,5,2,25
4,6,600,5.0,3870,42,1,1,14
0,1,400,4.7,5293,32,4,0,26
0,7,600,4.2,5977,32,4,2,21
2,3,200,4.2,3115,19,5,3,10
3,0,1000,4.0,9850,5,5,2,22
0,3,300,4.0,8273,20,4,3,17
4,0,400,4.7,369,14,2,1,17
1,1,400,4.2,7210,2,3,3,6
6,7,400,4.2,246,22,0,0,17
2,1,400,4.0,1903,10,0,3,9
0,0,700,3.0,8685,36,1,1,5
2,2,400,4.0,341,37,4,1,19
2,5,400,4.7,8675,12,1,0,8
6,1,100,4.2,6569,19,2,2,6
4,6,500,4.0,3030,0,5,1,6
4,5,800,5.0,2371,36,2,1,19
6,2,100,4.7,264,21,3,1,13
2,0,700,4.2,3285,34,3,0,9
3,3,200,3.0,9666,45,4,0,2
1,6,700,4.0,9103,44,5,0,13
0,0,900,3.5,2323,33,5,3,2
5,2,600,3.5,5679,34,3,2,2
0,0,300,4.5,5297,0,1,3,10
1,3,800,3.5,1760,22,4,3,25
6,5,700,4.5,9937,28,3,1,23
5,7,300,3.0,3247,44,1,2,21
6,3,1000,4.2,9082,47,0,2,17
5,0,300,4.0,105,33,2,0,2
3,4,400,4.2,4046,13,3,2,14
3,1,900,4.2,3352,15,5,2,1
5,5,400,4.5,7706,10,0,3,17
0,6,900,3.0,4527,27,0,3,1
4,6,500,4.0,2976,44,5,3,2
4,5,300,4.7,7494,19,1,1,3
1,7,400,4.7,8672,39,5,1,1
1,7,500,3.0,3921,15,5,3,26
3,0,100,4.0,4017,18,1,2,18
3,3,100,4.2,5893,5,0,0,22
6,4,600,3.5,3196,20,3,1,18
3,5,600,5.0,8160,1,1,0,21
3,7,700,4.0,9632,40,0,3,20
6,7,900,3.5,5291,42,4,3,6
4,0,100,4.2,7022,36,2,1,19
3,7,100,5.0,2251,38,1,0,21
5,2,100,4.7,5829,26,0,0,13
6,0,900,4.0,5188,12,4,0,2
6,3,400,4.0,1464,6,2,3,12
5,4,100,3.5,5921,39,4,1,0
2,7,100,5.0,7857,35,5,0,20
0,0,800,5.0,5301,10,1,1,15
6,4,400,5.0,7394,11,0,0,21
1,4,100,5.0,4620,39,3,3,11
3,6,500,4.5,7883,18,1,2,2
3,5,1000,4.7,1061,40,2,3,2
0,5,100,3.0,1965,25,1,2,19
0,3,200,3.5,5399,12,5,1,0
0,1,100,3.5,5372,26,5,0,8
1,7,900,3.0,3290,23,3,2,17
4,3,200,4.0,8256,19,5,0,9
5,5,300,3.0,4129,22,5,0,6
3,0,700,3.0,6515,29,5,3,4
4,2,200,4.7,600,39,1,3,14
0,3,1000,4.5,1500,9,4,3,26
5,2,400,5.0,4249,20,4,3,20
5,3,700,5.0,8354,8,4,1,22
6,2,500,4.2,9757,35,4,1,12
2,5,400,3.5,7354,26,3,2,1
5,3,700,3.0,7578,10,4,1,25
2,1,700,4.5,3543,35,0,1,12
3,5,200,4.5,211,12,3,1,4
4,7,500,4.5,402,23,1,1,0
0,6,900,3.5,9680,38,2,0,3
5,3,200,4.2,3808,10,5,3,12
2,5,500,5.0,8142,44,4,1,0
6,1,500,3.0,1068,25,0,2,17
3,6,900,4.5,2249,42,2,0,18
1,2,800,3.0,4243,19,1,3,2
1,7,300,4.7,284,16,4,1,10
1,3,500,3.5,3705,27,3,0,4
2,0,1000,4.2,2962,20,3,3,6
3,5,100,3.0,8176,1,1,3,3
4,7,300,4.2,1308,44,1,0,24
1,1,600,4.0,5108,19,5,2,5
3,3,500,3.5,4427,38,4,0,13
2,1,900,4.7,1161,44,0,1,2
4,3,500,4.2,9930,11,4,1,17
4,0,400,4.0,1760,11,3,0,19
1,5,300,3.0,132,26,0,3,11
1,2,300,3.5,4491,15,4,1,18
0,6,200,3.5,2104,22,0,2,3
4,0,900,3.0,1107,12,2,3,25
2,0,200,3.5,8920,3,0,1,0
2,3,400,4.2,9617,23,0,2,6
1,6,100,4.2,723,41,2,1,12
1,4,400,4.5,4709,15,1,0,18
4,4,700,3.0,478,48,2,3,4
2,0,400,4.2,6183,37,0,3,6
3,1,600,5.0,3324,5,4,0,22
4,6,900,3.0,5377,35,4,1,22
4,7,900,3.5,8545,23,4,1,17
2,4,1000,5.0,595,25,4,2,13
2,3,600,5.0,3376,26,4,0,2
0,4,500,4.2,1029,21,5,2,18
0,7,800,4.0,833,44,1,2,21
1,7,200,3.5,1777,48,5,2,0
6,1,200,4.0,7845,20,5,2,23
5,6,400,4.7,8170,11,0,3,9
3,7,500,5.0,6276,46,5,1,20
4,3,200,5.0,1303,36,2,0,25
2,5,500,3.0,8648,20,2,2,3
3,1,100,4.5,331,22,0,2,19
3,3,700,4.7,6193,21,1,0,8
1,7,600,4.2,9341,25,0,3,2
3,3,400,3.0,7643,6,1,3,20
5,2,600,4.0,3655,46,3,1,24
1,6,700,3.0,6774,42,5,3,16
2,0,100,5.0,3781,32,4,0,13
0,2,300,4.7,4680,7,0,2,20
5,6,600,3.0,7440,36,2,3,0
4,6,900,4.7,7529,37,4,3,22
3,4,700,3.0,4068,41,5,0,0
0,3,1000,5.0,1534,21,3,3,15
4,0,600,4.2,4308,42,0,0,18
6,0,500,5.0,6062,31,2,1,17
5,7,900,3.5,387,3,1,0,13
6,7,800,3.5,1802,24,5,1,6
0,5,400,3.0,9617,7,3,3,18
2,2,900,4.2,7150,35,3,2,24
3,4,600,4.5,3560,19,1,1,4
2,1,400,4.5,4074,1,0,3,11
5,2,200,4.2,8750,44,0,3,25
1,4,600,4.5,5091,10,3,3,12
1,1,500,4.5,322,9,0,2,11
0,2,600,4.2,8893,36,4,0,4
5,6,1000,4.2,7721,6,5,1,18
6,1,700,5.0,2596,22,4,0,26
3,6,400,4.0,90,33,5,1,25
4,2,200,3.0,2396,48,5,2,7
5,1,300,4.0,7063,27,5,2,26
2,1,200,4.7,4410,11,0,3,20
1,2,800,4.7,4859,31,3,2,13
1,3,900,4.2,1499,8,0,0,13
3,0,500,4.5,2945,48,5,0,18
1,0,700,5.0,9248,18,3,2,16
5,3,500,4.0,6755,39,1,0,7
2,1,700,5.0,9049,14,1,0,13
2,5,400,3.0,8580,27,0,1,16
3,0,500,4.0,3428,14,3,2,25
5,3,100,5.0,6771,28,2,2,4
2,5,200,3.0,8157,25,1,2,12
3,5,400,3.0,5892,28,3,1,11
4,6,300,4.0,7755,31,2,1,25
1,2,900,3.5,1369,24,1,0,12
2,7,900,3.0,5985,12,1,2,26
5,4,400,3.5,2529,42,3,2,20
3,7,900,4.7,8898,25,1,3,3
5,3,700,5.0,7806,22,4,2,10
6,2,300,4.0,7507,29,2,1,24
2,4,600,5.0,5172,26,3,0,0
1,6,600,3.0,1529,31,3,2,9
5,3,1000,4.5,2601,36,0,2,14
6,5,400,3.0,2303,22,1,0,18
5,0,600,3.0,7745,48,3,0,14
3,0,700,4.7,6031,32,4,3,1
1,5,400,5.0,3369,22,4,1,18
3,1,200,3.0,3298,29,5,0,2
1,2,800,3.5,9647,29,1,1,16
2,6,100,4.7,3029,42,3,0,18
5,7,600,3.5,1579,5,5,3,18
2,4,600,4.2,7212,26,2,0,15
5,3,700,3.5,3732,16,4,1,23
4,7,100,3.0,6936,49,2,2,6
4,4,100,4.5,5056,4,4,1,3
5,4,800,3.5,6975,33,3,0,9
2,3,300,5.0,9279,24,4,1,26
5,5,900,5.0,2826,32,2,0,1
1,5,200,3.0,4734,27,4,1,2
0,3,1000,4.2,5455,3,1,0,10
3,7,700,4.2,5831,6,5,1,10
2,2,400,5.0,1717,9,1,2,3
2,6,1000,4.7,4962,5,2,1,4
4,5,900,3.0,5203,1,3,1,0
1,5,300,4.7,480,41,4,0,6
1,1,900,4.0,8842,9,5,0,22
0,7,700,5.0,4089,17,0,1,10
3,1,700,4.0,1246,16,5,3,1
0,7,200,4.0,6575,20,4,1,26
3,7,700,4.5,4687,44,2,0,21
0,0,1000,3.0,6537,5,4,3,22
1,4,700,4.2,516,29,0,3,8
5,0,200,3.5,9250,11,0,0,2
0,1,600,3.5,56,46,0,3,12
1,7,500,3.0,4509,41,5,1,9
0,1,900,4.5,2966,46,3,2,20
6,0,800,4.0,7746,6,5,2,9
4,1,200,4.2,5528,2,2,0,3
2,1,100,5.0,1805,43,0,2,12
5,2,200,4.5,7320,19,5,1,12
0,3,100,4.5,8038,19,0,2,13
2,7,800,3.0,7410,13,3,1,25
3,0,900,4.5,700,32,2,3,23
4,6,600,5.0,8706,43,0,2,25
3,0,500,5.0,8626,13,1,0,20
1,6,800,4.7,6637,28,4,0,12
5,5,800,4.7,6386,15,5,3,22
0,7,200,3.0,1001,36,5,0,9
6,0,600,4.0,5985,27,1,2,17
1,5,600,3.5,4401,33,1,0,15
3,1,400,4.0,472,32,5,2,17
6,7,600,5.0,7725,23,4,1,0
2,7,700,5.0,268,13,5,1,1
4,4,400,4.0,6173,0,0,3,22
5,6,300,4.2,7199,11,3,2,12
2,2,300,4.7,876,1,0,2,9
6,1,100,4.2,1020,31,1,0,1
5,2,100,4.2,9202,27,0,0,21
0,6,400,5.0,6287,35,1,0,0
6,3,1000,4.0,2940,39,3,0,26
6,4,100,4.2,1070,35,3,2,14
0,1,900,4.0,4300,34,1,3,26
6,5,500,4.5,3010,12,5,1,9
3,7,400,5.0,1280,49,1,0,6
4,6,300,5.0,7710,30,0,3,20
1,6,300,4.5,1917,8,0,1,4
4,3,600,4.0,3023,33,0,0,9
4,5,300,4.7,382,44,1,0,18
0,3,100,5.0,348,5,4,1,17
4,4,400,4.7,409,27,1,3,20
6,5,200,4.5,7155,42,2,1,10
6,7,200,3.5,2913,4,0,2,0
4,7,400,4.2,8748,46,0,3,9
3,7,400,4.5,2617,3,1,0,18
6,1,300,3.0,6548,14,0,3,24
2,4,1000,3.5,8476,31,5,2,22
5,7,900,3.5,2248,1,2,2,7
1,7,100,4.7,4629,36,3,3,20
3,7,700,4.0,3765,10,3,3,6
6,7,300,3.5,5367,9,4,3,18
2,5,100,5.0,6931,10,1,2,13
3,4,800,4.5,4449,0,3,3,9
1,4,700,3.5,6923,35,0,3,7
5,0,300,4.5,2403,11,4,0,13
2,2,800,4.0,2720,9,3,0,26
4,1,200,4.5,9951,13,5,3,0
4,7,700,4.0,7685,12,5,2,2
6,5,600,5.0,423,3,0,0,1
0,2,900,3.0,4104,5,5,3,20
4,1,100,5.0,8224,10,0,2,21
3,0,500,4.5,4795,40,3,2,6
5,6,800,4.7,8255,36,1,0,17
1,2,100,3.5,3277,17,5,3,1
3,5,400,4.0,1551,2,4,0,13
5,1,800,3.0,4011,42,4,1,9
0,4,400,4.2,7949,48,0,2,4
0,4,900,5.0,4898,43,5,3,23
4,5,600,3.5,427,35,3,1,18
0,0,600,5.0,203,36,0,0,14
4,2,500,5.0,3340,30,0,1,10
2,1,800,4.5,5313,29,0,3,25
1,0,100,4.5,3933,2,1,1,6
3,4,700,4.5,7671,19,5,2,20
5,1,200,4.0,1374,23,5,3,14
1,2,700,4.7,1009,4,4,0,4
5,5,100,5.0,3575,48,2,2,4
0,3,700,3.0,5451,49,5,0,13
3,2,700,4.2,189,3,4,1,9
4,7,500,3.0,347,9,4,3,17
2,4,300,3.0,2683,18,1,1,9
5,2,300,3.5,7669,24,5,0,9
2,7,900,4.0,6198,0,5,1,3
4,4,800,4.2,8396,44,0,3,8
2,1,900,4.2,1911,30,4,1,5
2,7,700,3.5,4071,16,3,3,8
5,3,100,4.2,8319,6,2,0,23
1,1,200,4.0,4597,31,0,1,2
3,0,300,3.0,9109,40,2,1,19
0,7,100,4.5,6615,27,5,3,21
3,0,1000,4.7,542,15,0,3,11
6,6,700,3.5,4621,14,1,0,4
6,1,700,4.7,868,33,5,3,20
1,2,300,3.0,6893,3,5,2,17
4,6,200,3.0,250,36,1,2,10
6,4,300,3.5,4563,17,1,0,24
6,6,800,4.7,8868,38,4,2,8
0,5,400,5.0,1743,45,1,3,6
2,5,200,3.0,1813,33,3,3,2
0,2,600,5.0,1660,18,5,3,14
4,3,600,3.0,4197,8,2,2,6
4,4,600,3.0,5530,25,3,2,12
1,6,800,4.7,8699,46,3,1,25
1,6,400,4.7,4127,47,4,2,13
0,1,200,4.2,6419,18,0,0,6
5,2,1000,4.0,6541,41,1,3,2
5,6,1000,3.5,7636,38,1,0,14
3,5,300,4.2,3491,8,5,1,8
3,6,700,3.0,293,26,0,3,13
3,6,300,4.7,6390,7,1,1,19
3,1,100,4.5,1426,17,4,1,2
0,3,100,5.0,361,47,5,3,14
1,5,500,4.2,1171,36,2,1,2
4,2,400,4.5,2232,43,1,3,22
5,6,600,3.0,5369,24,3,3,2
0,7,200,4.2,6083,2,5,2,21
0,4,1000,4.7,3375,20,4,3,0
4,4,1000,4.2,2716,11,3,0,10
2,7,500,4.2,6518,33,1,0,25
0,2,500,4.0,2193,14,0,0,19
4,1,800,3.0,7672,19,4,2,17
0,5,500,4.0,1259,21,0,0,26
1,6,700,5.0,5401,37,1,2,13
0,3,200,5.0,2256,29,0,2,9
6,7,100,4.0,4360,3,1,2,17
6,6,700,3.0,2287,6,1,2,21
2,1,500,4.5,2721,5,4,1,3
6,1,300,3.5,1048,43,1,0,14
6,4,900,4.2,5087,18,1,3,14
2,6,600,4.5,5505,15,0,3,24
2,4,600,3.0,796,18,4,2,0
2,7,300,3.5,8628,15,2,1,25
3,0,400,4.2,4396,1,4,1,25
0,4,900,5.0,9628,14,4,2,11
6,7,200,4.0,2359,39,3,2,18
5,2,100,5.0,8603,8,3,1,7
1,3,400,5.0,2149,14,0,0,19
0,5,600,5.0,625,27,2,1,6
6,0,600,3.0,87,2,3,3,21
6,6,300,4.7,4820,15,5,2,6
0,6,700,4.7,4418,2,5,0,15
4,6,500,4.7,136,47,2,1,4
4,7,600,3.5,2322,49,2,3,20
6,0,200,3.0,5977,23,5,2,20
5,7,400,3.0,6295,35,5,0,18
5,0,1000,4.2,2963,49,5,1,18
0,7,500,3.5,3724,15,1,1,14
0,2,900,4.2,9562,4,1,0,1
4,4,700,5.0,279,26,3,3,9
0,6,400,4.0,8742,21,4,2,25
0,3,200,4.7,5080,27,1,3,1
0,4,800,3.0,7624,34,0,3,11
1,5,400,4.2,8448,21,5,1,4
2,2,600,5.0,1881,39,4,1,3
5,6,600,4.2,514,34,1,1,19
4,6,600,5.0,9873,42,0,2,4
0,3,100,4.0,3132,25,4,1,7
6,2,500,4.5,6664,27,5,1,26
0,7,200,4.0,3382,43,3,2,2
6,4,300,5.0,1502,29,3,2,1
4,2,1000,3.0,5462,12,3,0,10
1,5,300,4.2,8077,46,4,1,23
5,5,200,3.0,4055,36,5,2,9
0,0,500,4.2,7306,0,4,3,21
0,2,900,5.0,600,11,1,2,0
3,4,1000,4.0,3750,6,1,3,17
3,4,700,5.0,9392,10,2,2,21
3,7,300,5.0,8635,1,5,1,13
5,1,300,4.2,539,16,5,0,8
4,4,900,5.0,716,48,1,0,6
0,7,300,4.7,5854,29,2,0,6
4,0,300,4.5,3636,31,0,2,23
6,2,400,3.5,694,37,3,2,13
5,7,300,4.5,3546,5,0,1,10
5,5,600,4.2,736,31,2,1,17
1,4,900,3.5,3148,37,5,2,4
3,0,1000,4.2,543,28,1,0,6
5,0,200,4.2,8906,12,3,3,10
3,1,500,4.2,4592,26,1,0,21
2,1,500,5.0,9663,9,2,2,8
3,0,600,3.0,7754,30,4,1,21
3,2,200,4.5,3925,41,2,3,2
0,0,1000,4.2,8493,6,5,3,24
3,2,300,4.0,2927,49,0,2,1
4,1,300,4.2,9161,0,3,3,18
4,0,100,4.0,1995,4,1,2,0
4,5,300,5.0,5078,11,1,3,17
5,7,800,5.0,5822,46,1,3,6
6,5,100,4.2,3762,16,5,0,20
4,5,900,5.0,1862,35,3,3,3
4,3,100,3.0,2723,43,1,2,3
5,1,300,3.5,1775,40,3,1,17
0,3,800,4.7,1455,31,1,1,18
2,7,200,4.5,9669,36,5,2,19
1,5,700,4.2,5786,1,3,1,13
4,1,700,4.2,5184,2,0,2,14
4,4,200,3.0,6373,45,4,0,9
0,4,300,3.5,3768,27,5,1,18
1,3,100,4.2,407,26,0,0,1
3,0,200,4.2,3510,5,0,1,18
1,3,400,4.5,7296,6,1,3,18
4,4,900,4.7,8196,36,1,1,20
6,5,700,3.0,9159,32,3,3,12
5,3,1000,4.7,8395,0,2,1,9
5,4,600,4.7,9122,19,2,1,1
2,1,200,4.2,6271,28,5,2,15
2,2,300,4.2,7372,10,3,3,19
3,5,700,4.2,8349,34,1,0,12
0,7,500,5.0,6266,18,1,3,21
3,3,200,3.5,1592,40,0,1,10
6,1,700,3.5,1608,9,2,0,11
5,4,600,4.2,4612,25,5,1,18
2,7,200,4.7,5295,47,0,1,22
5,0,300,5.0,4505,35,1,0,18
6,4,300,5.0,5944,17,5,2,19
4,4,1000,4.2,8207,29,0,2,3
4,5,400,4.2,190,0,3,2,8
5,4,800,4.7,5510,32,1,1,0
2,5,900,3.5,7015,29,2,1,2
3,5,200,3.0,1630,42,3,3,9
3,1,500,4.7,7679,27,4,2,17
6,3,500,4.5,9383,13,2,2,20
1,1,500,4.7,9062,15,3,1,22
2,7,700,4.0,8701,25,2,2,25
0,1,300,3.5,6526,6,0,2,1
4,5,800,4.5,5809,9,5,2,13
3,0,1000,3.5,4279,30,1,1,3
1,0,800,3.5,4276,0,3,3,0
5,5,400,3.5,8308,18,4,0,10
5,6,500,3.5,7738,1,1,2,9
5,0,900,4.0,7064,44,1,1,18
5,1,1000,3.0,7579,18,1,3,9
0,5,300,3.5,1174,12,5,2,11
6,7,600,3.0,8015,4,1,2,25
1,2,500,4.7,7075,18,3,0,6
5,1,300,4.7,5206,36,2,0,16
5,4,800,4.0,8250,46,0,2,16
1,7,700,4.7,4160,43,0,2,2
5,0,400,4.2,7756,38,1,0,20
5,2,200,5.0,3839,27,3,0,0
5,5,600,3.5,5968,34,5,2,9
5,1,500,3.0,5229,26,0,2,9
4,2,500,3.5,9819,45,2,0,9
5,3,1000,3.0,1133,10,1,1,6
4,4,600,4.7,1572,43,2,2,21
4,5,300,5.0,2435,20,5,2,20
6,7,200,4.0,4754,48,4,1,19
2,1,800,3.0,740,46,3,0,18
4,3,400,3.5,9856,31,2,1,6
6,4,300,3.0,7199,3,5,0,12
5,4,100,5.0,6712,23,0,0,1
3,0,200,3.0,9493,7,5,0,14
6,1,700,4.2,7377,5,4,3,6
4,6,1000,4.0,1411,49,4,2,25
0,2,300,4.7,7601,8,0,2,13
0,5,800,4.7,1639,12,0,1,23
1,4,700,4.7,2425,45,4,2,2
6,7,300,3.5,4267,25,5,3,2
2,6,500,4.5,2696,34,1,2,21
6,0,700,3.5,1644,16,3,0,24
3,6,100,3.0,8181,44,1,3,24
2,2,600,4.2,5703,37,0,0,2
2,3,300,5.0,3911,22,5,1,19
6,1,900,4.7,2487,46,1,1,6
2,5,500,4.0,7072,1,1,2,3
2,5,300,4.0,900,21,4,3,5
6,2,1000,4.2,6931,9,1,3,8
4,1,100,5.0,7896,9,1,2,19
4,5,400,4.0,8751,3,2,1,18
5,1,300,4.0,7565,29,1,3,18
4,4,500,4.0,6931,44,2,3,10
5,2,100,4.7,903,21,0,3,20
0,0,700,4.5,5046,13,5,1,6
4,5,200,4.2,3973,45,4,0,5
5,0,500,4.0,8202,11,5,3,0
3,6,800,4.5,2628,14,5,1,26
3,2,300,4.7,6425,13,0,2,7
4,2,100,4.5,1227,17,1,3,5
6,1,300,4.7,4228,46,0,3,17
4,0,500,4.0,7668,29,1,3,6
3,3,200,4.5,3546,20,4,3,6
0,7,400,3.0,9320,12,1,1,11
6,4,800,4.0,2692,29,5,3,0
3,1,100,4.0,7036,25,5,1,2
4,1,300,5.0,2604,31,0,1,20
4,3,100,4.5,8499,4,3,3,19
5,1,1000,3.0,2179,42,2,3,24
2,4,800,4.2,3010,3,5,1,2
5,3,1000,4.7,8885,45,0,2,19
3,7,100,5.0,9757,29,1,1,21
4,4,100,5.0,5911,32,0,2,21
4,4,100,5.0,8235,41,3,3,8
4,4,500,3.5,6956,11,4,2,13
3,2,500,3.0,3939,39,0,3,1
4,6,800,4.7,3746,40,3,1,8
4,4,600,4.0,6604,46,0,1,2
6,1,200,4.2,5880,11,5,3,11
1,2,200,3.0,2126,5,0,2,9
3,1,300,3.0,4474,25,4,0,22
0,4,200,3.5,497,33,1,3,12
1,6,300,4.2,9923,7,1,3,6
5,1,100,4.2,2747,31,0,3,6
3,1,500,3.0,2702,43,4,3,3
6,3,1000,4.2,2444,32,3,0,18
1,0,800,4.2,7521,8,1,1,4
6,6,900,4.7,7135,47,4,3,12
1,4,200,4.0,8210,22,1,3,25
0,0,400,3.5,4199,1,4,1,18
6,4,1000,4.7,2830,26,0,1,18
3,5,300,3.0,1221,44,0,2,21
0,1,200,3.0,9468,20,5,3,19
2,1,100,4.2,8412,31,0,2,19
0,0,500,4.7,4087,27,0,3,5
6,5,700,4.0,6768,30,0,2,25
4,1,600,4.5,8810,17,1,1,1
0,4,700,4.5,6984,34,4,3,13
2,6,200,4.7,8137,20,5,3,19
0,3,700,3.5,820,18,5,3,9
3,1,300,4.5,4252,8,3,3,5
2,7,1000,4.7,8740,21,4,3,17
5,6,100,4.0,7067,39,0,2,13
5,6,1000,3.0,8382,28,5,3,25
3,7,100,4.2,9228,36,2,0,4
1,5,500,4.0,7461,38,5,3,21
0,5,900,4.7,5669,46,3,1,13
5,0,900,4.0,363,40,5,3,17
6,0,800,3.0,1501,14,3,0,11
5,2,200,4.0,1980,0,2,0,1
6,2,200,3.0,4224,6,4,3,1
3,1,100,5.0,5544,22,4,3,4
0,5,900,4.2,6986,35,5,2,25
0,4,900,3.5,2201,8,5,2,10
2,5,100,3.5,4663,30,1,3,7
3,2,800,3.5,8047,0,1,1,24
5,0,200,4.0,4589,46,4,3,9
4,4,300,4.5,2009,7,4,3,18
5,4,800,4.7,3919,47,2,3,26
5,0,100,3.5,5963,30,4,2,13
4,2,1000,4.2,5575,23,1,1,25
4,0,100,4.5,593,49,0,1,15
2,5,300,4.5,3236,49,2,1,9
5,2,600,4.2,8144,49,5,1,24
5,7,400,4.5,7434,42,5,3,15
3,5,100,4.5,4271,42,5,1,20
1,4,900,3.5,5030,25,3,1,22
6,7,300,4.0,8165,17,4,0,21
6,1,500,4.0,9748,34,5,0,18
1,2,500,4.0,7733,1,0,3,6
2,1,700,3.5,864,4,3,2,26
3,7,1000,4.0,8949,22,0,3,18
1,5,400,4.5,740,11,5,2,4
0,7,600,3.0,8465,8,2,1,9
6,6,600,3.0,6167,25,4,2,17
0,3,100,5.0,1343,13,0,1,15
1,0,300,4.2,8309,31,4,1,4
0,0,300,3.0,3346,23,0,2,18
4,3,500,4.2,6484,33,1,1,9
6,6,700,3.0,8790,28,3,3,9
0,3,500,4.0,4847,0,2,0,10
4,0,500,3.5,4636,35,4,2,1
1,3,200,3.0,7633,46,4,2,25
2,2,1000,3.0,9968,18,5,1,22
0,7,800,4.5,3527,40,3,1,10
0,0,900,4.7,3078,45,4,1,2
5,2,300,4.2,4866,13,5,2,18
6,4,300,4.2,8437,5,0,0,17
1,5,1000,5.0,1755,49,3,0,14
6,4,400,3.0,9654,46,0,0,20
2,6,500,5.0,9068,18,4,3,13
0,1,100,4.7,6963,47,1,3,2
2,6,1000,3.5,3633,7,4,2,4
6,6,600,4.5,188,26,5,0,14
2,5,200,4.7,3778,26,3,3,6
4,1,800,4.0,6084,38,5,1,14
1,0,500,4.2,9570,16,0,3,12
0,1,100,5.0,8145,47,1,2,12
5,5,900,4.2,5115,5,4,3,1
6,7,800,3.0,9421,2,0,3,10
2,4,900,3.0,4981,16,4,2,26
4,4,1000,5.0,4157,18,0,2,2
6,6,400,4.0,8634,16,4,3,9
6,5,200,4.5,5055,40,1,1,13
3,7,500,3.5,5601,31,0,0,23
5,0,700,4.7,6676,17,4,2,2
4,3,300,4.2,2757,18,5,1,13
5,3,100,5.0,2122,36,1,2,0
1,0,300,4.2,6568,5,4,3,25
2,3,900,4.5,6770,31,4,1,16
3,2,400,4.5,7781,10,2,2,10
1,2,500,3.5,5285,17,2,2,15
3,7,100,4.2,8724,12,4,0,23
4,4,700,3.0,7207,37,4,1,9
6,7,400,5.0,2810,46,3,2,23
0,3,200,3.5,6618,10,1,2,23
3,4,300,4.7,5989,21,3,2,25
4,3,700,3.0,4551,18,4,2,11
5,7,1000,4.7,4522,2,1,2,6
1,0,400,5.0,113,39,5,0,6
2,4,900,5.0,7330,8,1,3,13
1,7,200,4.5,4215,47,5,3,9
6,5,800,3.5,66,12,3,1,22
6,7,700,3.5,9650,4,3,0,21
5,1,100,4.5,7386,10,4,3,23
0,4,500,3.0,308,12,5,1,13
4,1,200,3.0,2750,2,5,2,23
6,4,800,4.5,8847,16,5,2,21
3,2,900,4.5,6496,10,0,2,10
5,5,700,4.7,2366,4,1,2,10
1,0,900,5.0,3301,38,4,3,1
6,7,500,3.5,8697,19,4,2,1
2,4,100,4.2,5391,30,5,3,9
6,3,1000,4.2,1987,27,4,2,17
0,1,100,3.5,7581,17,5,2,21
6,2,300,3.0,3287,21,1,2,9
3,2,400,4.7,2412,28,2,3,6
0,5,500,4.7,6966,4,1,1,0
0,5,100,5.0,8950,19,0,2,9
2,0,100,4.7,387,49,4,3,25
4,6,700,4.2,337,3,1,1,13
1,4,300,3.5,9515,40,3,2,18
